HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"0902.20.10.00","2","Flavored","[""kg""]","6.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.2% (JP)","20%","",""
"0902.20.90","2","Other","","Free","","Free","",""
"0902.20.90.15","3","Certified organic","[""kg""]","","","","",""
"0902.20.90.50","3","Other","[""kg""]","","","","",""
"0902.30.00","1","Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","","Free","","Free","",""
"","2","In tea bags:","","","","","",""
"0902.30.00.15","3","Certified organic","[""kg""]","","","","",""
"0902.30.00.50","3","Other","[""kg""]","","","","",""
"0902.30.00.90","2","Other","[""kg""]","","","","",""
"0902.40.00.00","1","Other black tea (fermented) and other partly fermented tea","[""kg""]","Free","","Free","",""
"0903.00.00.00","0","Maté","[""kg""]","Free","","10%","",""
"0904","0","Pepper of the genus <i>Piper</i>; dried or crushed or ground fruits of the genus <i>Capsicum</i> (peppers) or of the genus <i>Pimenta</i> (e.g., allspice): <i></i><i> </i>","","","","","",""
"","1","Pepper of the genus <i>Piper</i>:","","","","","",""
"0904.11.00","2","Neither crushed nor ground","","Free","","Free","",""
"0904.11.00.20","3","Black","[""kg""]","","","","",""
"0904.11.00.40","3","White","[""kg""]","","","","",""
"0904.12.00.00","2","Crushed or ground","[""kg""]","Free","","2¢/kg","",""
"","1","Fruits of the genus <i>Capsicum</i> or of the genus <i>Pimenta</i>:","","","","","",""
"0904.21","2","Dried, neither crushed nor ground:","","","","","",""
"","3","Of the genus<i style=""line-height: normal;"">Capsicum</i>(including cayenne pepper, paprika and red pepper):","","","","","",""
"0904.21.20.00","4","Paprika","[""kg""]","3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0904.21.40.00","4","Anaheim and ancho pepper","[""kg""]","5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"0904.21.60","4","Other","","2.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0904.21.60.10","5","Bell peppers","[""kg""]","","","","",""
"0904.21.60.20","5","Jalapeno peppers","[""kg""]","","","","",""
"0904.21.60.90","5","Other","[""kg""]","","","","",""
"0904.21.80.00","3","Of the genus <i>Pimenta</i> (including allspice)","[""kg""]","Free","","Free","",""
"0904.22","2","Crushed or ground:","","","","","",""
"","3","Of the genus <i>Capsicum</i> (including cayenne Pepper, paprika and red pepper):","","","","","",""
"0904.22.20.00","4","Paprika","[""kg""]","3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0904.22.40.00","4","Anaheim and ancho pepper","[""kg""]","5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"0904.22.73.00","4","Mixtures of mashed or macerated hot red peppers and salt","[""kg""]","Free","","17.6¢/kg","",""
"0904.22.76.00","4","Other","[""kg""]","5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg","",""
"0904.22.80.00","3","Of the genus <i>Pimenta</i> (including allspice)","[""kg""]","Free","","Free","",""
"0905","0","Vanilla:","","","","","",""
"0905.10.00.00","1","Neither crushed nor ground","[""kg""]","Free","","66¢/kg","",""
"0905.20.00.00","1","Crushed or ground","[""kg""]","Free","","66¢/kg","",""
"0906","0","Cinnamon and cinnamon-tree flowers:","","","","","",""
"","1","Neither crushed nor ground:","","","","","",""
"0906.11.00.00","2","Cinnamon (<i>Cinnamomum zeylanicum Blume</i>)","[""kg""]","Free","","Free","",""
"0906.19.00.00","2","Other","[""kg""]","Free","","Free","",""
"0906.20.00.00","1","Crushed or ground","[""kg""]","Free","","11¢/kg","",""
"0907","0","Cloves (whole fruit, cloves and stems):","","","","","",""
"0907.10.00.00","1","Neither crushed nor ground","[""kg""]","Free","","Free","",""
"0907.20.00.00","1","Crushed or ground","[""kg""]","Free","","Free","",""
"0908","0","Nutmeg, mace and cardamoms:","","","","","",""
"","1","Nutmeg:","","","","","",""
"0908.11.00.00","2","Neither crushed nor ground","[""kg""]","Free","","Free","",""
"0908.12.00.00","2","Crushed or ground","[""kg""]","Free","","Free","",""
"","1","Mace:","","","","","",""
"0908.21.00.00","2","Neither crushed nor ground","[""kg""]","Free","","Free","",""
"0908.22","2","Crushed or ground:","","","","","",""
"0908.22.20.00","3","Bombay or wild mace, ground","[""kg""]","7.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","49¢/kg","",""
"0908.22.40.00","3","Other","[""kg""]","Free","","Free","",""
"","1","Cardamoms:","","","","","",""
"0908.31.00.00","2","Neither crushed nor ground","[""kg""]","Free","","Free","",""
"0908.32.00.00","2","Crushed or ground","[""kg""]","Free","","Free","",""
"0909","0","Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries:","","","","","",""
"","1","Seeds of coriander:","","","","","",""
"0909.21.00.00","2","Neither crushed nor ground","[""kg""]","Free","","Free","",""
"0909.22.00.00","2","Crushed or ground","[""kg""]","Free","","Free","",""
"","1","Seeds of cumin:","","","","","",""
"0909.31.00.00","2","Neither crushed nor ground","[""kg""]","Free","","Free","",""
"0909.32.00.00","2","Crushed or ground","[""kg""]","Free","","Free","",""
"","1","Seeds of anise, badian, caraway or fennel; juniper berries:","","","","","",""
"0909.61.00.00","2","Neither crushed nor ground","[""kg""]","Free","","Free","",""
"0909.62.00.00","2","Crushed or ground","[""kg""]","Free","","Free","",""
"0910","0","Ginger, saffron, turmeric (curcuma), thyme, bay leaves, curry and other spices:","","","","","",""
"","1","Ginger:","","","","","",""
"0910.11.00","2","Neither crushed nor ground","","Free","","Free","",""
"0910.11.00.10","3","Certified organic","[""kg""]","","","","",""
"0910.11.00.15","3","Other","[""kg""]","","","","",""
"0910.12.00.00","2","Crushed or ground","[""kg""]","1¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"0910.20.00.00","1","Saffron","[""kg""]","Free","","Free","",""
"0910.30.00.00","1","Turmeric (curcuma)","[""kg""]","Free","","Free","",""
"","1","Other spices:","","","","","",""
"0910.91.00.00","2","Mixtures referred to in note 1(b) to this chapter","[""kg""]","1.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"0910.99","2","Other:","","","","","",""
"","3","Thyme; bay leaves:","","","","","",""
"0910.99.05.00","4","Crude or not manufactured","[""kg""]","Free","","Free","",""
"","4","Other:","","","","","",""
"0910.99.06.00","5","Thyme","[""kg""]","4.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"0910.99.07.00","5","Bay leaves","[""kg""]","3.2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","25%","",""
"0910.99.10.00","3","Curry","[""kg""]","Free","","11¢/kg","",""
"","3","Origanum (<i>Lippia spp.</i>):","","","","","",""
"0910.99.20.00","4","Crude or not manufactured","[""kg""]","Free","","Free","",""
"0910.99.40.00","4","Other","[""kg""]","3.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Other:","","","","","",""
"0910.99.50.00","4","Dill","[""kg""]","Free","","25%","",""
"0910.99.60.00","4","Other","[""kg""]","1.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1001","0","Wheat and meslin:","","","","","",""
"","1","Durum wheat:","","","","","",""
"1001.11.00.00","2","Seed","[""kg""]","0.65¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.5¢/kg","",""
"1001.19.00","2","Other","","0.65¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.5¢/kg","",""
"1001.19.00.25","3","Certified Organic","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"1001.19.00.51","4","Grade 1","[""kg""]","","","","",""
"1001.19.00.53","4","Grade 2","[""kg""]","","","","",""
"1001.19.00.69","4","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"1001.91.00.00","2","Seed","[""kg""]","2.8%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","10%","",""
"1001.99.00","2","Other","","0.35¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.5¢/kg","",""
"1001.99.00.05","3","Canadian western extra strong hard red spring (CWES/HRS) wheat","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Certified organic:","","","","","",""
"1001.99.00.07","5","Red spring wheat","[""kg""]","","","","",""
"1001.99.00.09","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Red spring wheat:","","","","","",""
"","6","Grade 1:","","","","","",""
"1001.99.00.10","7","Having a specified protein content not exceeding 12.9% by weight","[""kg""]","","","","",""
"1001.99.00.17","7","Having a specified protein content exceeding 12.9% but not exceeding 13.9% by weight.","[""kg""]","","","","",""
"1001.99.00.18","7","Having a specified protein content exceeding 13.9% by weight","[""kg""]","","","","",""
"","6","Grade 2:","","","","","",""
"1001.99.00.27","7","Having a specified protein content not exceeding 12.9% by weight","[""kg""]","","","","",""
"1001.99.00.30","7","Having a specified protein content exceeding 12.9% but not exceeding 13.9% by weight.","[""kg""]","","","","",""
"1001.99.00.33","7","Having a specified protein content exceeding 13.9% by weight.","[""kg""]","","","","",""
"1001.99.00.36","6","Other red spring wheat","[""kg""]","","","","",""
"1001.99.00.45","5","White winter wheat","[""kg""]","","","","",""
"1001.99.00.55","5","""Canadian"" western red winter wheat","[""kg""]","","","","",""
"1001.99.00.65","5","Soft white spring wheat","[""kg""]","","","","",""
"1001.99.00.97","5","Other","[""kg""]","","","","",""
"1002","0","Rye:","","","","","",""
"1002.10.00","1","Seed","","Free","","0.59¢/kg","",""
"1002.10.00.10","2","Seeds of a kind used for sowing","[""kg""]","","","","",""
"1002.10.00.90","2","Other","[""kg""]","","","","",""
"1002.90.00.00","1","Other","[""kg""]","Free","","0.59¢/kg","",""
"1003","0","Barley:","","","","","",""
"1003.10.00.00","1","Seed","[""kg""]","0.15¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.92¢/kg","",""
"1003.90","1","Other:","","","","","",""
"1003.90.20.00","2","For malting purposes","[""kg""]","0.1¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","0.92¢/kg","",""
"1003.90.40","2","Other","","0.15¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.92¢/kg","",""
"1003.90.40.20","3","Certified organic","[""kg""]","","","","",""
"1003.90.40.30","3","Other","[""kg""]","","","","",""
"1004","0","Oats:","","","","","",""
"1004.10.00.00","1","Seed","[""kg""]","Free","","1.1¢/kg","",""
"1004.90.00","1","Other","","Free","","1.1¢/kg","",""
"1004.90.00.10","2","Certified organic","[""kg""]","","","","",""
"1004.90.00.90","2","Other","[""kg""]","","","","",""
"1005","0","Corn (maize):","","","","","",""
"1005.10.00","1","Seed","","Free","","0.98¢/kg","",""
"1005.10.00.10","2","Yellow corn","[""kg""]","","","","",""
"1005.10.00.90","2","Other","[""kg""]","","","","",""
"1005.90","1","Other:","","","","","",""
"1005.90.20","2","Yellow dent corn","","0.05¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.98¢/kg","",""
"1005.90.20.15","3","Certified Organic","[""kg""]","","","","",""
"1005.90.20.25","3","Other","[""kg""]","","","","",""
"1005.90.40","2","Other","","0.25¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.98¢/kg","",""
"1005.90.40.40","3","Popcorn","[""kg""]","","","","",""
"1005.90.40.60","3","Other","[""kg""]","","","","",""
"1006","0","Rice:","","","","","",""
"1006.10.00.00","1","Rice in the husk (paddy or rough)","[""kg""]","1.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","2.8¢/kg","",""
"1006.20","1","Husked (brown) rice:","","","","","",""
"1006.20.20","2","Basmati","","0.83¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","3.3¢/kg","",""
"1006.20.20.10","3","Certified organic","[""kg""]","","","","",""
"1006.20.20.90","3","Other","[""kg""]","","","","",""
"1006.20.40","2","Other","","2.1¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","3.3¢/kg","",""
"","3","Long grain:","","","","","",""
"1006.20.40.25","4","Jasmine","[""kg""]","","","","",""
"1006.20.40.35","4","Other","[""kg""]","","","","",""
"1006.20.40.40","3","Medium grain","[""kg""]","","","","",""
"1006.20.40.60","3","Short grain","[""kg""]","","","","",""
"1006.20.40.80","3","Mixtures of any of the above","[""kg""]","","","","",""
"1006.30","1","Semi-milled or wholly milled rice, whether or not polished or glazed:","","","","","",""
"1006.30.10","2","Parboiled","","11.2%","Free (AU,BH,CL,CO,D,E,IL,JO,MA,OM,P,PA,PE,S,SG) 0.7% (KR)","35%","",""
"1006.30.10.20","3","Long grain","[""kg""]","","","","",""
"1006.30.10.40","3","Other, including mixtures","[""kg""]","","","","",""
"1006.30.90","2","Other","","1.4¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","5.5¢/kg","",""
"1006.30.90.15","3","Certified Organic","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Long grain:","","","","","",""
"1006.30.90.57","5","Jasmine","[""kg""]","","","","",""
"1006.30.90.59","5","Basmati","[""kg""]","","","","",""
"1006.30.90.61","5","Other","[""kg""]","","","","",""
"1006.30.90.65","4","Medium grain","[""kg""]","","","","",""
"1006.30.90.75","4","Short grain","[""kg""]","","","","",""
"1006.30.90.85","4","Mixtures of any of the above","[""kg""]","","","","",""
"1006.40.00.00","1","Broken rice","[""kg""]","0.44¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.4¢/kg","",""
"1007","0","Grain sorghum:","","","","","",""
"1007.10.00.00","1","Seed","[""kg""]","0.22¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","4.4¢/kg","",""
"1007.90.00.00","1","Other","[""kg""]","0.22¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","4.4¢/kg","",""
"1008","0","Buckwheat, millet and canary seeds; other cereals (including wild rice):","","","","","",""
"1008.10.00.00","1","Buckwheat","[""kg""]","Free","","0.55¢/kg","",""
"","1","Millet:","","","","","",""
"1008.21.00.00","2","Seed","[""kg""]","0.32¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","2.2¢/kg","",""
"1008.29.00.00","2","Other","[""kg""]","0.32¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","2.2¢/kg","",""
"1008.30.00.00","1","Canary seeds","[""kg""]","0.12¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.2¢/kg","",""
"1008.40.00.00","1","Fonio (<i>Digitaria spp.</i>)","[""kg""]","1.1%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","10%","",""
"1008.50.00","1","Quinoa (<i>Chenopodium quinoa</i>)","","1.1%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","10%","",""
"1008.50.00.10","2","Certified organic","[""kg""]","","","","",""
"1008.50.00.90","2","Other","[""kg""]","","","","",""
"1008.60.00.00","1","Triticale","[""kg""]","1.1%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","10%","",""
"1008.90.01","1","Other cereals (including wild rice)","","1.1%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","10%","",""
"1008.90.01.20","2","Wild rice","[""kg""]","","","","",""
"1008.90.01.40","2","Other","[""kg""]","","","","",""
